4220,50.4
4230,58.9
4240,54
4250,51.5
4260,58.4
4270,56.1
4280,61.5
4290,53.9
4300,53.7
4310,53.3
4320,58.5
4330,56
4340,54
4350,59.4
4360,54.8
4370,53.8
4380,55.1
4390,64.5
4400,58.7
4410,53.7
4420,52.1
4430,52.8
4440,60.7
4450,61.3
4460,48.4
4470,55.7
4480,55.7
4490,62.1
4500,68
4510,65
4520,63
4530,69
4540,49.9
4550,64.2
4560,51.1
4570,70.5
4580,53.7
4590,50.9
4600,57.1
4610,58.1
4620,56.2
4630,68.4
4640,54
4650,53.6
4660,62.1
4670,54.9
4680,50.7
4690,63.3
4700,54.8
4710,55.3
4720,58.9
4730,57.6
4740,55.2
4750,55.4
4760,62.4
4770,50.8
4780,61
4790,62.3
4800,65.7
4810,55.6
4820,57.2
4830,52.4
4840,62.3
4850,54.6
4860,56.5
4870,55.6
4880,56.5
4890,71.7
4900,51.3
4910,65.3
4920,61.5
4930,64.9
4940,57
4950,55.7
4960,55.6
4970,59.1
4980,48.7
4990,65.7
5000,61.1
5010,66.8
5020,71.1
5030,60.6
5040,61.8
5050,63.8
5060,55.9
5070,51
5080,59.2
5090,49.6
5100,54.1
5110,69
5120,61.2
5130,67.4
5140,56.1
5150,62.9
5160,56.7
5170,61.4
5180,54.7
5190,67.1
5200,68.4
5210,62
5220,59.3
5230,64.5
5240,54.2
5250,55.3
5260,58.6
5270,60.8
5280,59.7
5290,56.7
5300,66.8
5310,50.9
5320,51.1
5330,52.6
5340,49.1
5350,52.4
5360,56.4
5370,58.4
5380,64.3
5390,58.2
5400,52.6
5410,54.7
5420,67.1
5430,51.8
5440,54.9
5450,54.8
5460,56.3
5470,53.5
5480,59.4
5490,56.7
5500,64.9
5510,60
5520,52.5
5530,62.2
5540,66.5
5550,53.6
5560,53.6
5570,60.9
5580,60.6
5590,63.9
5600,58.3
5610,57.5
5620,60.3
5630,56.3
5640,51.7
5650,50.7
5660,51.5
5670,57.7
5680,50.3
5690,52.5
5700,63.1
5710,44.9
5720,53.4
5730,62.7
5740,63.5
5750,49.3
5760,57.2
5770,58.2
5780,57.1
5790,51.5
5800,55.8
5810,52.8
5820,56.7
5830,47.7
5840,51.2
5850,49.9
5860,51
5870,62.5
5880,57
5890,54.7
5900,55.6
5910,56
5920,52.4
5930,61.2
5940,61
5950,51.5
5960,58.1
5970,53.6
5980,54.7
5990,58.5
6000,67.1
6010,49.9
6020,48.3
6030,57.1
6040,63.2
6050,57.4
6060,63.3
6070,54.5
6080,53
6090,58
6100,62.6
6110,55.3
6120,56.6
6130,52.7
6140,50.4
6150,55.5
6160,52.7
6170,54.6
6180,62.2
6190,51.6
6200,67.3
6210,48.6
6220,54.1
6230,53.3
6240,51.7
6250,63.2
6260,49.3
6270,48.7
6280,48.2
6290,57.2
6300,60.7
6310,50.5
6320,47
6330,57.1
6340,45.8
6350,54.5
6360,55.8
6370,50.7
6380,51.1
6390,59.9
6400,47
6410,54.4
6420,57.4
6430,54.1
6440,57.9
6450,51.3
6460,59.2
6470,58.9
6480,53
6490,59.2
6500,62.2
6510,54.4
6520,60.4
6530,53.7
6540,48
6550,62.3
6560,59.1
6570,54.6
6580,58.7
6590,58
6600,57.2
6610,59.4
6620,60.4
6630,62.2
6640,54.6
6650,60.7
6660,56.6
6670,64.8
6680,51.8
6690,54.9
6700,51.1
6710,56.7
6720,52
6730,50.4
6740,59.5
6750,54.4
6760,53.9
6770,57.7
6780,55.9
6790,51.9
6800,61.3
6810,54.5
6820,59.3
6830,66.1
6840,58.2
6850,50.4
6860,68.1
6870,59.9
6880,49.3
6890,50.1
6900,54.6
6910,56.3
6920,53.1
6930,56.9
6940,55
6950,61.8
6960,52.8
6970,53.5
6980,60.2
6990,52.3
7000,61
7010,51.1
7020,59.9
7030,58.7
7040,55.3
7050,63.3
7060,55
7070,67.8
7080,59
7090,55.5
7100,49.2
7110,57.4
7120,55.9
7130,57.5
7140,58.6
7150,47
7160,64
7170,59
7180,58.7
7190,56.2
7200,54.8
7210,60.9
7220,60.5
7230,54.3
7240,59.4
7250,53.6
7260,49.4
7270,53
7280,57.4
7290,51.3
7300,56.1
7310,49.7
7320,52.5
7330,53.6
7340,57.2
7350,62.6
7360,56.9
7370,54.8
7380,57.4
7390,58.1
7400,60.4
7410,56.6
7420,51.2
7430,56
7440,51.6
7450,56.6
7460,50
7470,57
7480,54.9
7490,57.7
7500,50.2
7510,67.9
7520,73.1
7530,59.6
7540,59.2
7550,55.8
7560,53.7
7570,55.3
7580,56.2
7590,63.4
7600,68.2
7610,51
7620,60.8
7630,54.4
7640,59.8
7650,54
7660,62.1
7670,54.6
7680,57.5
7690,59.7
7700,53.7
7710,51.9
7720,56.2
7730,55
7740,52.5
7750,47.5
7760,55.5
7770,55.4
7780,58.6
7790,68.2
7800,55.3
7810,59.5
7820,56.7
7830,56.5
7840,57.3
7850,53.8
7860,60.8
7870,61.3
7880,57.8
7890,56.5
7900,50.1
7910,55
7920,61.3
7930,61.5
7940,61.6
7950,74
7960,60.8
7970,65.8
7980,58.6
7990,49.4
8000,63.3
8010,50.3
8020,60
8030,63.3
8040,68.1
8050,52.5
8060,51.8
8070,62.6
8080,56.4
8090,52.3
8100,56.4
8110,55.8
8120,56.3
8130,60.1
8140,62.3
8150,58.4
8160,60.9
8170,57.5
8180,55.3
8190,58.8
8200,72.3
8210,55.4
8220,58.9
8230,61.1
8240,59.7
8250,62.8
8260,60.8
8270,56.9
8280,57.8
8290,59
8300,57
8310,55.4
8320,58.4
8330,67.2
8340,62.8
8350,62.3
8360,55.3
8370,68.6
8380,64.7
8390,58.7
8400,57.1
8410,59.6
8420,63.9
8430,55.6
8440,54.8
8450,52.8
8460,58.8
8470,57.9
8480,55.8
8490,59.4
8500,52.6
8510,54.8
8520,59.6
8530,58.4
8540,56.4
8550,62.8
8560,56
8570,63.1
8580,60.2
8590,59.1
8600,56.7
8610,56.8
8620,71.8
8630,57.1
8640,56.7
8650,58.9
8660,67.5
8670,50.6
8680,53.5
8690,56.3
8700,63
8710,54.5
8720,62.7
8730,52.4
8740,58.1
8750,52.2
8760,52.9
8770,60.1
8780,66.7
8790,51.8
8800,52.5
8810,57.7
8820,50.3
8830,52.3
8840,57.2
8850,64.2
8860,73.8
8870,58.4
8880,52.5
8890,55.8
8900,52.3
8910,67.3
8920,54
8930,55.9
8940,52.4
8950,55.6
8960,63.2
8970,54.1
8980,53.7
8990,60
9000,62.3
9010,58.7
9020,53.1
9030,58.8
9040,57.6
9050,63.1
9060,60.6
9070,66.9
9080,61.5
9090,61.5
9100,56.4
9110,52.6
9120,61.1
9130,61.8
9140,67.6
9150,61.9
9160,56.9
9170,55
9180,59.3
9190,57.8
9200,54.2
9210,55.5
9220,50.6
9230,51.9
9240,61.3
9250,56.4
9260,55
9270,56.6
9280,56.5
9290,55.5
9300,55.1
9310,58.2
9320,69.7
9330,57.7
9340,49.9
9350,63.4
9360,59.2
9370,50.8
9380,53
9390,63.5
9400,66.1
9410,54.7
9420,61.3
9430,55.3
9440,51
9450,55.9
9460,62.6
9470,56.7
9480,55.7
9490,54.4
9500,64.7
9510,57.7
9520,69.4
9530,61.1
9540,59.7
9550,51.1
9560,55.6
9570,58.5
9580,61.1
9590,50.5
9600,52.5
9610,52.2
9620,51.8
9630,54.6
9640,53.3
9650,51.9
9660,60.3
9670,50.1
9680,57.8
9690,51.9
9700,64.6
9710,53.3
9720,51.1
9730,62.8
9740,61.3
9750,56.2
9760,53.5
9770,61.9
9780,55.6
9790,61.3
9800,61.6
9810,56
9820,54.1
9830,54
9840,59.2
9850,58.8
9860,62.6
9870,62.5
9880,51.4
9890,59.7
9900,52.1
9910,60.2
9920,56.4
9930,64.6
9940,59.2
9950,56.9
9960,55.1
9970,54
9980,58.7
9990,56.9
10000,59.4
